@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
22,'2018/07/11 15:30:40:852',1,-7771274,-7639431,-6916481,-6915966,-7769214,-5135941,-1646360,-1053966,-7305317,-13490109,-5998212,-6851718,-7114372,-7770498,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2511973,-4683896,-6325887,-6916478,-6850427,-6849650,-8163966,-12308150,-14872286,-15725805,-4744042,-1914944,-1452325,-1521198,-1586218,-5140317,-10468521,-13952212,-14543579,-16120050,-10272186,-5934726,-5605240,-5471599,-4289887,-8957856,-11454138,-12506055,-12967895,-13296091,-13624032,-10273471,-11324869,-13690334,-12837081,-14019300,-15135214,-15332336,-13952736,-14478310,-11319461,-11190197,-11388093,-11716543,-10598572,-12505290,-14411232,-16120055,-16448249,-16448505,-6977627,-6122061,-4609079,-4674614,-5266493,-9017479,-12898760,-15988212,-16119540,-16185330,-5069887,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16053746,-16119797,-4740669,-4411706,-4872259,-6779745,-8754572,-10202537,-10202280,-14278876,-15988210,-16251125,1
23,'2018/07/11 15:30:40:886',1,-7771274,-7639431,-6916481,-6915966,-7769214,-5135941,-1646360,-1053966,-7305317,-13490109,-5998212,-6851718,-7114372,-7770498,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2511973,-4683896,-6325887,-6916478,-6850427,-6849650,-8163966,-12308150,-14872286,-15725805,-4744042,-1914944,-1452325,-1521198,-1586218,-5140317,-10468521,-13952212,-14543579,-16120050,-10272186,-5934726,-5605240,-5471599,-4289887,-8957856,-11454138,-12506055,-12967895,-13296091,-13624032,-10273471,-11324869,-13690334,-12837081,-14019300,-15135214,-15332336,-13952736,-14478310,-11319461,-11190197,-11388093,-11716543,-10598572,-12505290,-14411232,-16120055,-16448249,-16448505,-6977627,-6122061,-4609079,-4674614,-5266493,-9017479,-12898760,-15988212,-16119540,-16185330,-5069887,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16053746,-16119797,-4740669,-4411706,-4872259,-6779745,-8754572,-10202537,-10202280,-14278876,-15988210,-16251125,1
24,'2018/07/11 15:30:40:920',1,-7771274,-7639431,-6916481,-6915966,-7769214,-5135941,-1646360,-1053966,-7370853,-13490110,-6063748,-6851974,-7114372,-7770498,-7901054,-7834744,-6716516,-9019013,-13951178,-14477007,-2511972,-4683897,-6325887,-6916478,-6850427,-6849650,-8163966,-12308150,-14872286,-15725805,-4744042,-1914945,-1452581,-1521198,-1586218,-5140317,-10468521,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11454138,-12506055,-12967895,-13296091,-13624032,-10273471,-11324868,-13690334,-12837081,-14019300,-15135214,-15332336,-13952736,-14478310,-11319461,-11190197,-11388093,-11716799,-10598572,-12505290,-14411232,-16120055,-16382713,-16448505,-6977627,-6122061,-4609079,-4674614,-5266493,-9017479,-12898760,-15988212,-16119540,-16119795,-5069887,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988210,-16251126,1
25,'2018/07/11 15:30:40:953',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5135941,-1646360,-1053966,-7305317,-13490110,-6063748,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2512228,-4683897,-6325886,-6916734,-6850427,-6849650,-8163966,-12308151,-14872286,-15791341,-4744042,-1914945,-1452581,-1521198,-1585962,-5140317,-10468521,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11454138,-12506311,-12967895,-13296347,-13624032,-10273471,-11324868,-13690334,-12837081,-14084836,-15135214,-15332337,-13952736,-14478310,-11319462,-11190197,-11388093,-11716799,-10598572,-12571082,-14411232,-16120055,-16382713,-16448505,-6977627,-6122061,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5069887,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16185333,-4806205,-4411706,-4872259,-6779745,-8754828,-10202537,-10202535,-14278876,-15988210,-16251125,1
26,'2018/07/11 15:30:40:986',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5135941,-1646360,-1053966,-7305317,-13490110,-6063748,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2512228,-4683897,-6325886,-6916734,-6850427,-6849650,-8163966,-12308151,-14872286,-15791341,-4744042,-1914945,-1452581,-1521198,-1585962,-5140317,-10468521,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11454138,-12506311,-12967895,-13296347,-13624032,-10273471,-11324868,-13690334,-12837081,-14084836,-15135214,-15332337,-13952736,-14478310,-11319462,-11190197,-11388093,-11716799,-10598572,-12571082,-14411232,-16120055,-16382713,-16448505,-6977627,-6122061,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5069887,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16185333,-4806205,-4411706,-4872259,-6779745,-8754828,-10202537,-10202535,-14278876,-15988210,-16251125,1
27,'2018/07/11 15:30:41:020',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5135941,-1646360,-1053966,-7370853,-13490110,-6064004,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2512229,-4749433,-6325886,-6916734,-6850426,-6849650,-8163966,-12308150,-14872286,-15725805,-4809834,-1914945,-1452325,-1521198,-1586218,-5140317,-10468265,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11454138,-12571847,-13033431,-13296347,-13689568,-10273471,-11324868,-13690334,-12837081,-14084836,-15135214,-15332337,-13952992,-14543846,-11319462,-11190197,-11388093,-11782335,-10598572,-12571082,-14476768,-16120055,-16382713,-16448505,-6977627,-6122061,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5070144,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754828,-10202538,-10202536,-14278876,-15988210,-16251126,1
28,'2018/07/11 15:30:41:054',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5135941,-1646360,-1053966,-7370854,-13490110,-6064004,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2577766,-4683897,-6326143,-6916734,-6850427,-6849650,-8163966,-12308150,-14872286,-15791341,-4809835,-1914945,-1452581,-1521198,-1586218,-5140317,-10468265,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11388602,-12571848,-13033431,-13296347,-13689825,-10273471,-11324868,-13624798,-12837081,-14084837,-15135214,-15397873,-13952736,-14543846,-11319462,-11190197,-11453629,-11782335,-10598572,-12571082,-14477024,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5070144,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754828,-10202538,-10202536,-14278876,-15988210,-16251126,1
29,'2018/07/11 15:30:41:087',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5135941,-1646360,-1053966,-7370854,-13490110,-6064004,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2577766,-4683897,-6326143,-6916734,-6850427,-6849650,-8163966,-12308150,-14872286,-15791341,-4809835,-1914945,-1452581,-1521198,-1586218,-5140317,-10468265,-13952212,-14543579,-16120050,-10272186,-5869189,-5539703,-5471599,-4224351,-8892320,-11388602,-12571848,-13033431,-13296347,-13689825,-10273471,-11324868,-13624798,-12837081,-14084837,-15135214,-15397873,-13952736,-14543846,-11319462,-11190197,-11453629,-11782335,-10598572,-12571082,-14477024,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5070144,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754828,-10202538,-10202536,-14278876,-15988210,-16251126,1
30,'2018/07/11 15:30:41:121',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5136197,-1646616,-1053966,-7370853,-13490110,-6063749,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2512229,-4683897,-6325887,-6916734,-6850427,-6915186,-8163966,-12308150,-14872286,-15725806,-4809579,-1914945,-1452325,-1521198,-1586218,-5074525,-10468265,-13952212,-14543579,-16120050,-10337978,-5869189,-5605239,-5471855,-4224351,-8892319,-11388602,-12571848,-13033431,-13296091,-13689825,-10273471,-11324868,-13690335,-12837081,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782335,-10598573,-12570826,-14411488,-16185591,-16448249,-16448506,-6977627,-6122061,-4609079,-4609078,-5266749,-8951943,-12898760,-15988212,-16119540,-16185331,-5070144,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754828,-10202538,-10202536,-14213340,-15988211,-16251126,1
31,'2018/07/11 15:30:41:154',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201733,-1646616,-1053966,-7305317,-13490110,-5998212,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2446180,-4683897,-6325886,-6916734,-6850427,-6915186,-8163966,-12308150,-14872030,-15725805,-4744041,-1915202,-1452325,-1521455,-1586218,-5074525,-10468265,-13952212,-14543579,-16120050,-10337978,-5869189,-5605495,-5471599,-4224351,-8892319,-11388602,-12637640,-13033431,-13296347,-13755361,-10273471,-11324868,-13756127,-12837337,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782335,-10598573,-12505290,-14411232,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4609078,-5266749,-9017479,-12898760,-15988212,-16119539,-16185331,-5135680,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754572,-10202538,-10202536,-14213083,-15988210,-16251126,1
32,'2018/07/11 15:30:41:188',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201733,-1646616,-1053966,-7305317,-13490110,-5998212,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14542543,-2446180,-4683897,-6325886,-6916734,-6850427,-6915186,-8163966,-12308150,-14872030,-15725805,-4744041,-1915202,-1452325,-1521455,-1586218,-5074525,-10468265,-13952212,-14543579,-16120050,-10337978,-5869189,-5605495,-5471599,-4224351,-8892319,-11388602,-12637640,-13033431,-13296347,-13755361,-10273471,-11324868,-13756127,-12837337,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782335,-10598573,-12505290,-14411232,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4609078,-5266749,-9017479,-12898760,-15988212,-16119539,-16185331,-5135680,-4608825,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754572,-10202538,-10202536,-14213083,-15988210,-16251126,1
33,'2018/07/11 15:30:41:221',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053966,-7305317,-13490110,-5998212,-6851974,-7114372,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14477007,-2446179,-4683897,-6325886,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809833,-1915202,-1452324,-1521455,-1586218,-5074268,-10402729,-13952212,-14543579,-16120050,-10403515,-5869189,-5605496,-5537392,-4289887,-8892319,-11388602,-12637640,-13033431,-13296347,-13755361,-10273471,-11324612,-13756128,-12902873,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782335,-10598573,-12505289,-14411232,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4609078,-5266749,-8951943,-12898760,-15988212,-16119540,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9413790,-15528172,-16054002,-16119797,-4806205,-4411706,-4872259,-6779744,-8754572,-10202537,-10202536,-14213083,-15988211,-16251126,1
34,'2018/07/11 15:30:41:254',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053966,-7371109,-13490110,-5998212,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14477007,-2511972,-4683641,-6325886,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809834,-1914946,-1452324,-1521455,-1586218,-5074268,-10468265,-13952212,-14543580,-16120050,-10403771,-5934982,-5605496,-5537392,-4290143,-8892319,-11388602,-12703176,-13033431,-13296347,-13755361,-10273471,-11324868,-13756128,-12902873,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782592,-10664365,-12505289,-14476768,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4609078,-5266749,-8951942,-12898760,-15988212,-16119540,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251126,1
35,'2018/07/11 15:30:41:288',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053966,-7371109,-13490110,-5998212,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14477007,-2511972,-4683641,-6325886,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809834,-1914946,-1452324,-1521455,-1586218,-5074268,-10468265,-13952212,-14543580,-16120050,-10403771,-5934982,-5605496,-5537392,-4290143,-8892319,-11388602,-12703176,-13033431,-13296347,-13755361,-10273471,-11324868,-13756128,-12902873,-14084837,-15135214,-15397873,-14018528,-14543846,-11319461,-11190197,-11453629,-11782592,-10664365,-12505289,-14476768,-16185591,-16448249,-16448505,-6977627,-6122061,-4609079,-4609078,-5266749,-8951942,-12898760,-15988212,-16119540,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16119797,-4806205,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251126,1
36,'2018/07/11 15:30:41:321',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13490366,-5998212,-6851974,-7179908,-7836035,-7901054,-7834744,-6716516,-9019013,-13951178,-14477007,-2511973,-4683897,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809835,-1915201,-1452324,-1521455,-1586218,-5074268,-10468265,-13952212,-14543580,-16120050,-10403515,-5934726,-5605496,-5537392,-4290143,-8892319,-11388602,-12703177,-13033432,-13296347,-13755361,-10273471,-11324868,-13756128,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11319718,-11190454,-11453886,-11848128,-10664365,-12570826,-14477024,-16185591,-16448249,-16448505,-6977883,-6122061,-4609079,-4674614,-5266749,-8951943,-12898760,-15988212,-16119540,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528172,-16054002,-16185333,-4806461,-4411706,-4872259,-6779745,-8754572,-10202538,-10202536,-14278876,-15988211,-16251126,1
37,'2018/07/11 15:30:41:355',1,-7771274,-7704967,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13555646,-6063748,-6851974,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14542543,-2512229,-4683897,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809836,-1915202,-1452325,-1586991,-1586218,-5074524,-10468265,-13952212,-14543580,-16120050,-10403515,-5934726,-5605496,-5537392,-4289887,-8892319,-11388602,-12703433,-13033432,-13296347,-13755361,-10273471,-11324868,-13821664,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11385254,-11190454,-11453886,-11848128,-10664365,-12571082,-14477025,-16185591,-16448249,-16448505,-6977883,-6122061,-4609079,-4674614,-5266749,-8951943,-12898760,-15988212,-16119540,-16119795,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16119797,-4806461,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251125,1
38,'2018/07/11 15:30:41:388',1,-7771274,-7704967,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13555646,-6063748,-6851974,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14542543,-2512229,-4683897,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809836,-1915202,-1452325,-1586991,-1586218,-5074524,-10468265,-13952212,-14543580,-16120050,-10403515,-5934726,-5605496,-5537392,-4289887,-8892319,-11388602,-12703433,-13033432,-13296347,-13755361,-10273471,-11324868,-13821664,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11385254,-11190454,-11453886,-11848128,-10664365,-12571082,-14477025,-16185591,-16448249,-16448505,-6977883,-6122061,-4609079,-4674614,-5266749,-8951943,-12898760,-15988212,-16119540,-16119795,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16119797,-4806461,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251125,1
39,'2018/07/11 15:30:41:422',1,-7771274,-7705224,-6916481,-6915966,-7769470,-5201734,-1712152,-1119503,-7436646,-13555902,-6063748,-6917510,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14542543,-2512229,-4749689,-6325887,-6916734,-6850427,-6849650,-8098430,-12373686,-14872286,-15725805,-4809834,-1915202,-1452325,-1521455,-1586218,-5074524,-10468265,-13952468,-14543580,-16120050,-10337979,-5869189,-5605496,-5537391,-4224351,-8826783,-11388602,-12703433,-13033432,-13296347,-13755361,-10273471,-11259076,-13821664,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11385255,-11255990,-11453886,-11848385,-10664622,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187597,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054002,-16185333,-4806461,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251126,1
40,'2018/07/11 15:30:41:455',1,-7771274,-7705224,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13490366,-6063748,-6851974,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14542543,-2512228,-4749433,-6325886,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809833,-1915202,-1452325,-1521455,-1586218,-5074524,-10468265,-13952212,-14543580,-16120050,-10337978,-5869189,-5605239,-5471599,-4224350,-8826526,-11323065,-12703433,-13033432,-13296347,-13755361,-10273471,-11259076,-13756128,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11385255,-11256247,-11453886,-11913922,-10730158,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187597,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054003,-16119797,-4806461,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251126,1
41,'2018/07/11 15:30:41:489',1,-7771274,-7705224,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13490366,-6063748,-6851974,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14542543,-2512228,-4749433,-6325886,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809833,-1915202,-1452325,-1521455,-1586218,-5074524,-10468265,-13952212,-14543580,-16120050,-10337978,-5869189,-5605239,-5471599,-4224350,-8826526,-11323065,-12703433,-13033432,-13296347,-13755361,-10273471,-11259076,-13756128,-12902873,-14085093,-15135214,-15397873,-14018528,-14543846,-11385255,-11256247,-11453886,-11913922,-10730158,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187597,-4609079,-4674614,-5266749,-9017479,-12898760,-15988212,-16119540,-16185330,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054003,-16119797,-4806461,-4411706,-4872259,-6779745,-8754572,-10202537,-10202536,-14278876,-15988211,-16251126,1
42,'2018/07/11 15:30:41:523',1,-7771274,-7704968,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13490110,-6063748,-6851974,-7179908,-7836035,-7901054,-7900280,-6716516,-9084549,-13951178,-14477007,-2511972,-4683897,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809578,-1915202,-1452325,-1521455,-1586218,-5074268,-10468265,-13952212,-14543580,-16120050,-10337978,-5868933,-5539703,-5471599,-4158558,-8760733,-11323065,-12768970,-13033432,-13296347,-13821154,-10273471,-11259075,-13756128,-12902873,-14084837,-15135214,-15463409,-14018528,-14478310,-11385511,-11256247,-11519423,-11913922,-10730158,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187853,-4609080,-4674614,-5266749,-8951686,-12898760,-15988212,-16119540,-16185330,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16054003,-16119797,-4806461,-4411706,-4872259,-6779744,-8754572,-10202537,-10202536,-14213339,-15988211,-16251126,1
43,'2018/07/11 15:30:41:557',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13555646,-6063748,-6851974,-7114372,-7836035,-7901054,-7900280,-6716517,-9084549,-13951178,-14477007,-2511973,-4618104,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809578,-1915202,-1452325,-1521455,-1586218,-5074268,-10468265,-13952468,-14543580,-16120050,-10337978,-5803396,-5539702,-5471599,-4158557,-8760733,-11322809,-12769226,-13033432,-13296347,-13821154,-10273471,-11259075,-13756128,-12837337,-14085093,-15069678,-15463409,-14018528,-14478310,-11385511,-11256247,-11519679,-11913922,-10730158,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187853,-4609080,-4674614,-5266749,-8951942,-12898760,-15988212,-16119539,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16053746,-16119797,-4806461,-4411706,-4872259,-6779744,-8754572,-10202537,-10202536,-14213083,-15988211,-16251126,1
44,'2018/07/11 15:30:41:591',1,-7771274,-7639431,-6916481,-6915966,-7769470,-5201734,-1712152,-1053967,-7371110,-13555646,-6063748,-6851974,-7114372,-7836035,-7901054,-7900280,-6716517,-9084549,-13951178,-14477007,-2511973,-4618104,-6325887,-6916734,-6850427,-6849650,-8098430,-12308150,-14872286,-15725805,-4809578,-1915202,-1452325,-1521455,-1586218,-5074268,-10468265,-13952468,-14543580,-16120050,-10337978,-5803396,-5539702,-5471599,-4158557,-8760733,-11322809,-12769226,-13033432,-13296347,-13821154,-10273471,-11259075,-13756128,-12837337,-14085093,-15069678,-15463409,-14018528,-14478310,-11385511,-11256247,-11519679,-11913922,-10730158,-12571082,-14477025,-16185591,-16448249,-16448505,-6977884,-6187853,-4609080,-4674614,-5266749,-8951942,-12898760,-15988212,-16119539,-16185331,-5135680,-4609081,-4016946,-4608825,-5727050,-7503982,-9479326,-15528173,-16053746,-16119797,-4806461,-4411706,-4872259,-6779744,-8754572,-10202537,-10202536,-14213083,-15988211,-16251126,1
